0	4.8773965	3.758543	3.73108475
10	3.74225125	3.73906725	3.73605625
100	3.736971	3.73184025	3.7314485
1000	3.74424475	3.73277975	3.73385175
10000	3.746557	3.75435425	3.73840825
100000	3.888964	3.8862085	3.915889
