Threads GZ Barrier	Pthread Barrier
1       0.125           0.085
2       0.69325         1.09525
4       1.56775         1.84725
8       3.952           3.0225
32      30.27725        16.98425
128     119.71725       76.451
512     431.333         298.4285
1024    950.2005        643.3865

