2 1.43211325 .6151065 .5935515 .6366615 .8170065 .756262 .8777515
4 1.3618425 .3176595 .2631295 .36608125 1.044183 .94547 1.131632
8 1.28879075 .169208 .1364505 .21027525 1.11958275 .9946255 1.24662925
