2 .135519 .053511 .00068525 .13105325 .0820075 .00451475 .135479
4 .10980925 .02632575 .0006825 .1048485 .08348325 .0049785 .10982775
8 .08809275 .0136845 .0006975 .082639 .07440875 .00527775 .08812925
