2 1.71489425 .885151 .72176925 1.04240375 .82974325 .61553075 1.0500545
4 1.22297025 .447122 .33651375 .5582625 .7758485 .62602325 .93428525
8 1.09083475 .22966525 .145271 .33079325 .8611695 .68250925 1.05021525
